,index,caption
122,356,"A bright, bent, 'V'-shaped structure dominates the center-right, with its brightest centroid at the bend. Two diffuse lobes/jets emanate from this centroid, extending outwards to diffuse ends. A fainter, elongated source is visible in the far-left. Multiple very faint, point-like sources are scattered throughout the field."
123,357,"A bright, irregular flux centroid is slightly right of center. A diffuse extension, possibly a lobe or jet, projects from its upper right. Faint, diffuse emission extends towards its left. A distinct, small point source is located at the bottom right, unassociated with the main centroid."
124,358,"Two bright flux centroids dominate near the image center. A curved, sinuous jet-like structure originates from the lower-left centroid, extending right, encompassing the upper-right centroid, and continuing as a fainter, diffuse lobe. No other discrete sources are observed in the field."
125,359,"A bright flux centroid is in the center-right, with an extended, curved lobe sweeping towards the top-left. A shorter, fainter lobe extends downwards. A separate, fainter centroid is immediately left of the main one. An isolated, faint point source is present in the top-middle."
126,360,"A bright, arc-shaped radio source is located slightly below the image center. Two bright flux centroids are embedded within this continuous curve: one at the upper-left, the other at the lower-right. This single curved feature resembles a jet or lobe. No other distinct sources are visible."
127,361,"A bright, elongated flux centroid is slightly left of center, featuring a prominent jet-like extension trailing towards the bottom-left. A fainter, compact flux centroid is located to its right, seemingly unassociated with the main structure. No other significant lobes are apparent."
128,362,"A compact, bright, elongated source is centrally located. It consists of two closely spaced, bright centroids of flux, one slightly left and one slightly right of the image center. No distinct lobes or jets are observed originating or ending from these centroids. No other sources are visible."
129,363,"A bright, diffuse flux centroid is located slightly right of center. Below and to its left is a fainter, more compact centroid. Diffuse emission extends from the brighter centroid towards the fainter one, forming a broad, irregular lobe. No distinct jets are visible, and all observed flux appears associated."
130,364,"Two primary flux centroids are visible: one diffuse and elongated in the bottom-center, and another diffuse source in the top-left. Neither shows clear jets or well-defined lobes originating from a common central point. Faint, unassociated point sources are scattered throughout the field."
131,365,"A single, bright, elongated flux centroid is located slightly left of center. It exhibits a single, extended morphology without distinct bi-polar lobes or jets. No other sources are apparent in the field."
132,366,"A central, bright, elongated radio source dominates the image. It features two prominent flux centroids: one above and one below the image center. These centroids are connected by a diffuse, linear structure, forming two distinct lobes originating centrally and fading into the background. No other distinct sources are present."
133,367,"Two bright, compact flux centroids are vertically aligned at the image center. No distinct lobes or jets are observed originating from these sources. No other significant flux sources are present in the field of view."
134,368,"A bright, compact, double flux centroid is centered in the image. The two peaks are vertically aligned. No extended lobes or jets are observed originating from this structure. No other distinct sources are apparent."
135,369,"Two bright, slightly elongated flux centroids are centrally located. The left centroid appears more compact than the right. No prominent lobes or distinct jets are observed originating from these features. No other sources are visible within the image."
136,370,"A central, elongated source shows bright flux centroids slightly left and right of center. Diffuse, collimated structures, interpreted as lobes or jets, originate between these centroids and terminate at them. A faint point source is present in the upper left, and another very faint point source is in the lower right."
137,371,"Two distinct, bright flux centroids are observed slightly below the image center. The left centroid appears marginally brighter than the right. No associated lobes, jets, or extended structures are discernible originating from or ending at these centroids. No other sources are present in the field of view."
138,372,"Two bright, unresolved flux centroids are centrally located, slightly above the image center. No associated lobes or jets are apparent. A faint, diffuse, extended source is present below and to the left, spatially separate from the main centroids."
139,373,"Two resolved, bright flux centroids are centrally located, one slightly left of center and one slightly right. No clear lobes or jets are associated with these centroids. No other distinct sources are present in the image."
140,374,"A single, bright, elongated flux centroid is located centrally, extending horizontally. This primary source exhibits an elongated morphology. No distinct lobes or jets are resolved emanating from this centroid. No other sources are apparent in the field that are not associated with the central object."
141,375,"The image displays two bright, compact flux centroids located in the central region, oriented diagonally. No distinct lobes or jets are observed emanating from these centroids. There are no other apparent sources in the surrounding field."
142,376,"Two bright flux centroids are present: one compact source left-of-center and a clumpy, somewhat extended source right-of-center. No clear jets or lobes connect these centroids or originate from a single point. Several very faint, discrete point sources are also scattered across the field, unrelated to the main bright regions."
143,377,"A bright, elongated radio source is centrally located, oriented roughly north-south. It exhibits two closely-spaced, brighter flux centroids within its extended morphology. No distinct lobes or jets are observed emanating from these centroids. No other significant sources are present in the image."
144,378,"The image displays two diffuse, bright flux structures. A prominent centroid is observed in the lower-left. A fainter, horizontally elongated structure lies in the upper-right. Neither clear jets nor a central galaxy are apparent. These two separated regions exhibit complex, lobular morphology with internal flux variations."
145,379,"A bright, double flux centroid is prominent at the image center, elongated horizontally. No extended lobes or jets are clearly visible from this source. In the upper-left, two fainter, distinct flux centroids are present, unassociated with the central emission."
146,380,"A bright central point source is flanked by two diffuse lobes. A brighter, larger lobe extends to the lower-right, originating from the center. A fainter, smaller lobe extends to the upper-left, also originating from the center. No other sources are apparent."
147,381,"A central, elongated source shows two bright flux centroids: one bottom-left, one top-right. Diffuse emission connects them, forming a structure originating centrally and extending diagonally. No other sources are apparent."
148,382,"Two bright, unresolved flux centroids are located just below the image center, horizontally aligned. No distinct lobes or jets are observed emanating from these sources. Several much fainter, diffuse point sources are present in the upper-center and mid-left, unassociated with the primary emission."
149,383,"Two distinct, compact, bright flux centroids are observed centrally, one slightly left and one slightly right. No extended lobes or jets are associated with these centroids. No other sources are detected in the field of view."
150,384,"Two separated, extended flux centroids are observed. The upper centroid is in the top-center, the lower in the bottom-center. Both exhibit a somewhat lobed morphology. No distinct jets are evident. There are no other discernible sources not associated with these primary structures."
151,385,"A faint central galaxy exhibits two elongated flux extensions. These jets or lobes originate from the central galaxy, diagonally extending towards bright, extended centroids in the top-left and bottom-right corners, where they terminate. No other distinct sources are visible."
152,386,"Two bright, blended flux centroids are centrally located. One is slightly left, the other slightly right and below center. No distinct jets or extended lobes are present. No other sources are visible."
153,387,"Two bright, point-like centroids of flux are vertically aligned in the center of the image. The upper centroid appears slightly brighter. No lobes or jets are associated with these sources, nor are any other sources visible elsewhere in the image."
154,388,"Two bright flux centroids dominate the image center, forming a vertically elongated, double-lobed structure. The upper centroid appears slightly brighter. No distinct, narrow jets are visible. Several much fainter, point-like sources are scattered in the background, unassociated with the central emission."
155,389,"A bright, compact central flux centroid is observed. Two diffuse, irregular emission lobes extend from it, one towards the top and one towards the bottom, each containing a brighter region. The lobes originate near the central source and diffuse outwards. No other sources are present."
156,390,"Bright flux centroids are located at the far left and right. Diffuse lobes extend from a central, fainter core, terminating at these centroids. The lobes originate from the central region and end at the bright centroids. No other sources are apparent in the image."
157,391,"Two bright flux centroids, left and right of center, form a double-lobed structure. They are connected by fainter emission, but no distinct jets or central origin are observed. Their extent is limited to this central structure. Several faint, unassociated point sources dot the field."
158,392,"A prominent double-peaked source is located slightly above center, with its two brightest centroids closely aligned. Two additional, fainter, point-like sources are observed to the lower-left. No extended lobes or distinct jets are apparent. All sources are distinct from each other."
159,393,"A bright, double-peaked source is observed in the image center. Two distinct, slightly elongated flux centroids are located immediately left and right of center, appearing connected. No extended lobes or clear jets originate from these centroids. No other discrete sources are visible within the field of view."
160,394,"Two bright, unresolved centroids are closely spaced in the upper-left-center. A distinct, brighter centroid in the lower-right exhibits diffuse emission extending to its lower-right, encompassing a fainter, more compact source. No clear jets or lobes connect the two primary features, indicating they are separate sources."
161,395,"Three bright flux centroids are observed: one on the far left, one on the far right, and an extended central core. Diffuse emission emanates from the central core, forming a bilateral structure resembling jets or lobes that terminate at the bright compact centroids on the left and right. No other distinct sources are present."
162,396,"A bright, elongated flux centroid dominates the image center, showing a clumpy, double-peaked morphology oriented horizontally. No distinct extended lobes or jets are observed originating from this central structure. No other independent sources are present within the field of view."
163,397,"A bright, extended flux centroid is slightly right of center. A fainter, elongated structure extends from it, upward and left. A separate, diffuse, elongated source resides in the upper-left quadrant, unassociated with the main central emission. No distinct lobes or sharp jets are evident."
164,398,"A single, bright, elongated flux centroid is located slightly above the image center, showing a compact, vertically extended morphology. No distinct lobes or jets originate from this central emission. No other sources are present in the field of view."
165,399,"Two bright, unresolved centroids of flux are centrally located, forming a close pair. One is slightly left of center, the other slightly right. No extended lobes or jets are observed originating from or ending near these centroids. No other distinct sources are present in the image."
166,400,"Two prominent, bright flux centroids are observed at the far right and far left. Between them, an elongated, diffuse region of fainter, clumpy emission forms a bridge. No distinct jets or classic lobes are visible originating from the centroids. The diffuse emission spans from the left centroid to the right. No other discrete sources are apparent."
167,401,"Two bright, distinct centroids of flux are located at the center of the image, closely aligned vertically. No extended lobes or jets are observed originating from these centroids. No other sources are present in the field of view."
168,402,"Two distinct, vertically aligned bright flux centroids are observed near the image center. No associated lobes, jets, or other discrete sources are discernible within this field of view. The emission appears compact."
169,403,"Two bright, closely-separated flux centroids are located slightly left of center. No associated lobes or jets are observed. A fainter, point-like source is present in the top-left, unassociated with the central pair."
170,404,"The image reveals a central, elongated source with two bright flux centroids: one upper-left, one lower-right. A diffuse, elongated structure connects these centroids, appearing to originate centrally and extend outwards to each. A separate, faint, diffuse circular source is visible in the upper-left quadrant."
171,405,"Two bright, extended flux centroids are centrally located, diagonally aligned from top-left to bottom-right. They form a connected, double-lobed structure. No distinct central emission or other sources are visible."
172,406,"A central, extended source is flanked by two bright flux centroids: one top-left, one bottom-right. These centroids appear as extended lobes originating from the central source, forming a bipolar structure. No distinct jets are visible, and no other independent sources are apparent in the field."
173,407,"Two bright centroids of flux are located near the image center: one upper-left, the other lower-right. A fainter, elongated, diffuse structure connects these two centroids, appearing to originate from and terminate at them. This forms a bipolar morphology. No other sources are visible in the field."
174,408,"Two bright flux centroids are observed at the top-right and bottom-left. Each centroid anchors a diffuse, extended lobe that originates from the centroid and extends inwards towards the image center, gradually fading. No central source is visible. A faint, unresolved point source is also present bottom-left."
175,409,"A bright flux centroid is prominent on the right. Diffuse, clumpy emission extends leftward from it, forming an elongated structure that originates from the bright centroid and fades towards the left. No other unassociated sources are evident."
176,410,"A bright central component is flanked by two elongated, diffuse lobes extending to the top-left and bottom-right. Each lobe terminates in a bright centroid of flux. These structures originate from the center and end in the outer centroids. Several faint point sources are scattered in the field, unassociated."
177,411,"A faint central source exhibits two bright flux centroids: an extended, clumpy one in the upper-left, and a compact one in the lower-right. Diffuse emission, resembling lobes, originates from the central source and extends outwards, terminating at both the upper-left and lower-right centroids. No other distinct sources are present."
178,412,"A single bright, elongated source is centrally located. It comprises two distinct flux centroids, one slightly above and one below the image center, forming a short, stubby, bi-lobed structure. These features appear to originate from a central point and extend vertically. No other sources are visible."
179,413,"A bright flux centroid is slightly right of center. A fainter, diffuse, elongated region extends left from it, appearing centrally concentrated. There are no distinct lobes or jets originating from the centroid. No other prominent, unassociated radio sources are present in the field."
180,414,"A bright, elongated radio source dominates the image center, showing a bright core with symmetrical extensions (jets or lobes) extending horizontally left and right. These structures originate from the core and gradually fade outwards. Several faint, unassociated point sources are scattered across the field."
181,415,"Two bright, elongated flux centroids are observed near the image center: one left-center, one right-center. They are connected by fainter emission, forming an extended structure. This structure appears to originate from a central diffuse region, extending outwards to terminate at the bright centroids. No other distinct sources are apparent."
182,416,Two bright flux centroids are centered vertically. The upper centroid has an arcuate extension curving up-left. The lower centroid has an arcuate extension curving down-right. These structures appear to originate from a fainter region between the centroids. No other distinct sources are present.
183,417,"A prominent, elongated radio source extends diagonally across the center-right. It shows a very bright, compact centroid in the mid-right, from which diffuse flux extends to the upper-left and lower-right forming a continuous structure. Faint, unassociated point sources are scattered throughout the field."
184,418,"A very bright, elongated flux centroid is centered slightly above the image midpoint. This feature originates a prominent, roughly vertical structure, extending significantly upwards and less so downwards, fading into the background. Several faint, point-like sources are scattered throughout the image, unassociated with the central feature."
185,419,"A bright, compact flux centroid is centered in the image. An elongated, linear structure extends from this centroid diagonally to the top-left and bottom-right. Several faint, point-like sources are distributed across the field, unassociated with the central structure."
186,420,"A bright flux centroid at the image center has an associated elongated, curved morphology extending horizontally, fading outwards. This structure originates from the centroid and terminates by fading into the background. No other distinct sources are present."
187,421,"Two bright flux centroids are near the image center. The left centroid has a diffuse, clumpy lobe extending upwards/left. The right centroid has a broader, diffuse lobe extending right/downwards. Faint emission also connects the central centroids. No other distinct sources are apparent in the field."
188,422,"Two bright flux centroids are located above and below the image center. A curved, elongated structure extends bidirectionally from a central point, forming two lobes/jets that originate from the center and terminate at these bright centroids. No other prominent sources are present."
189,423,"A bright, elongated central flux centroid dominates the image. Two extended lobes originate from this center, one extending upwards-left and the other downwards-right, forming a symmetrical, double-lobed structure. No other distinct sources are apparent in the field."
190,424,"Two bright centroids are centrally located. The left centroid shows an elongated extension, while the right is a diffuse lobe. They are connected by fainter emission, originating near the image center and extending horizontally. A separate, diffuse source is present in the bottom-right."
191,425,"A bright, compact flux centroid is located slightly left-of-center. Two diffuse, curving lobes originate from this centroid, extending to the top-left and bottom-right. These lobes gradually fade outwards. No other bright, distinct flux centroids are observed."
192,426,"Two prominent flux centroids are slightly left of center. The left centroid is an elongated, curved feature extending upward. The right centroid is diffuse and somewhat compact. They originate from a central, fainter region, forming a double-lobed structure. Several faint, unassociated point sources are present."
193,427,"A bright, elongated, ring-like structure is slightly left of center, with flux concentrated along its curve. No distinct jets or lobes are evident from a central point. A bright, isolated point source is in the upper right, and several faint point sources are scattered elsewhere."
194,428,"Two dominant flux centroids are prominent slightly right of center. An extended, arc-like structure, resembling a lobe, originates near the western centroid and curves towards the upper-left. No other distinct sources are present."
195,429,"A prominent, elongated, bent structure with two bright flux centroids is located slightly right of center. This structure itself resembles connected lobes or a bent jet. No distinct, separate jets or lobes originate or end elsewhere. A faint point source is visible to the left."
196,430,"Bright, elongated flux centroids dominate the image center. A primary one is lower-center, with an arc-like lobe/jet extending upwards-right. Another compact centroid is upper-left. These structures appear interconnected. Several faint, point-like sources are scattered throughout the field, unassociated with the central emission."
247,431,"A bright, curved flux centroid dominates the center, slightly right of the image's vertical axis. A distinct lobe extends upwards from this central bright flux. Multiple faint, unassociated point sources are sparsely distributed across the field. No clear jets are apparent."
248,432,"A bright, irregularly shaped flux centroid dominates the image center. It exhibits diffuse, clumpy emission with no clear, extended lobes or collimated jets originating from it. Several very faint, unassociated point-like sources are scattered, primarily in the top-left quadrant."
249,433,"A prominent, elongated radio source with a bright central centroid is slightly above the image center. Emission extends compactly left and more extensively right, forming a compact lobed or jet-like structure. Faint, point-like sources are scattered throughout the field, unassociated with the main structure."
0,434,"Two bright flux centroids are centrally located, one left and one right. Each centroid is associated with a diffuse lobe of emission extending outwards. The left centroid's lobe extends leftwards and slightly down, while the right's extends rightwards and slightly up. No other distinct sources are evident."
1,435,"A bright, compact flux centroid is slightly above the image center. Diffuse, extended lobes of emission are present both above and below it. A faint, linear feature extends from the central centroid towards the lower lobe. No other significant distinct sources are observed."
2,436,"Two bright, diffuse flux centroids are left and right of center. A very bright compact source is between them, appearing to connect to the diffuse emission, forming two lobes extending left and right. Two faint point sources are also visible, one bottom-right and one top-left, not associated."
3,437,"A bright, slightly elongated flux centroid dominates near the image center. A prominent, curved lobe or jet originates from this centroid, extending upwards and to the right. A fainter, shorter extension points downwards. Several dim, unassociated point sources are scattered throughout the field."
4,438,"A bright central flux centroid shows two symmetric, elongated lobes extending horizontally outwards. These features originate from the central source, broadening slightly and fading towards the image edges. Multiple faint, point-like sources are present, unassociated with the primary emission, scattered throughout the field."
5,439,"A bright, compact flux centroid is located near the image center. Extended, diffuse emission originates from this centroid, forming an elongated structure predominantly to its left, with a distinct curving plume extending towards the lower-left. Weaker, more diffuse emission is also present to the right. No other discrete sources are evident."
6,440,"Two bright flux centroids are prominent in the image center. The left centroid is compact, while the right centroid is brighter and elongated, extending slightly to the right. No distinct lobes or jets are resolved from these centroids. No other significant sources are visible within the field of view."
7,441,"A prominent, horizontally extended, lumpy flux centroid is located slightly below the image center. No distinct jets or classic lobes emanate from this primary source. A faint, diffuse patch of emission is present near the top-center, appearing unassociated with the main flux."
8,442,"A bright, elongated, horizontally-oriented radio source dominates the image center. It exhibits multiple bright knots, prominent center-left and center-right, within a diffuse structure extending bilaterally from a central point. Several faint, unassociated point sources are scattered across the field of view."
9,443,"A bright, elongated central flux centroid is observed. Diffuse, extended lobes originate from this central region, extending horizontally to the left and right, fading outwards. Several faint, point-like sources are also present, unassociated with the main central emission, primarily below it."
10,444,"Two bright, slightly extended flux centroids are located just left of the image center, with an upper and lower component. The lower centroid exhibits a faint, elongated plume extending downwards, originating from it and gradually fading towards the bottom. No other distinct sources are apparent."
11,445,"A bright, compact flux centroid is located slightly below-center. An elongated, diffuse lobe/jet originates from it, extending towards the upper-left. This structure appears to fade into the background. No other distinct sources are evident."
12,446,"A bright, compact flux centroid is located in the lower-middle, with an extended, diffuse lobe-like structure projecting towards the middle-right. A fainter, compact extension is seen to its left. Several faint, isolated point-like sources are scattered across the field, unrelated to the central emission."
13,447,"A bright, elongated, curved flux feature with a prominent knot is slightly left of center. It originates near the knot, extending initially towards the upper-left, then bending to the lower-left. A separate, fainter, round flux centroid is visible right of center, unassociated with the main feature."
14,448,"A bright, elongated flux centroid dominates the image center. Faint, extended emission is visible as two diagonal streaks originating from the central centroid, extending roughly towards the top-left and bottom-right. Several very faint, unassociated point-like sources are also scattered."
15,449,"A bright, extended radio source dominates the field. A central, bright flux centroid is observed slightly upper-right of the image center. From this, a prominent, collimated structure extends downwards and leftwards, terminating in a secondary bright centroid. A faint, unassociated point source is present in the lower-left."
16,450,"A bright flux centroid is located slightly left of center. From this centroid, a faint, diffuse structure extends to the left, while a more elongated, diffuse lobe-like feature extends towards the right and upper-right. No other distinct, unassociated sources are prominent within the field."
17,451,"A bright flux centroid is slightly left of center. A collimated jet emanates upper-right from it, expanding into a diffuse lobe. A fainter, diffuse lobe extends lower-left. Multiple faint point sources are visible across the field, including one prominent at the bottom-left, unassociated with the central emission."
18,452,"A bright flux centroid is slightly left of center. Diffuse, elongated emission extends horizontally, left and right, forming faint lobes from this central source. A separate, fainter, diffuse source is visible in the bottom right corner, unassociated with the main structure."
19,453,"Multiple bright flux centroids are observed. An isolated, bright point source is on the far left. A prominent, curved, jet-like structure extends from the left-center towards the right, originating from a cluster of centroids and terminating in diffuse emission on the far right. Several bright knots are embedded within this extended structure."
20,454,"A clustered, bright flux centroid is prominent slightly left of center. A faint, elongated feature extends horizontally rightward from this central complex. Several unassociated, fainter point sources are scattered throughout the field, notably towards the right edge."
21,455,"A bright, compact flux centroid is slightly above center. A diffuse, curved plume-like structure originates from it, extending towards the upper-right. Numerous faint, unassociated point sources are scattered across the field. No distinct symmetrical lobes or clear opposing jets are evident."
22,456,"A bright, compact flux centroid is located top-right of center. A curved, elongated, brighter structure extends from near the image center towards the bottom-left, appearing jet-like. No distinct lobes are present. All prominent emission seems broadly associated with the central region; no unassociated sources are apparent."
23,457,"A bright central flux centroid is slightly above image center. Two diffuse, elongated lobes extend horizontally from this centroid, one to the left and one to the right, fading outwards. Several faint, point-like sources are observed in the upper-left, unassociated with the central emission."
24,458,"A bright, incomplete ring of flux dominates the image center, featuring several localized centroids of emission along its arc. No distinct lobes or jets are observed originating from this structure. There are no other prominent sources visible within the field of view."
25,459,"Two bright flux centroids are located slightly off-center. Faint, diffuse emission connects them and extends outwards as faint lobes, originating from the centroids and dissipating into the field. A separate, much fainter point-like source is visible in the upper-left quadrant, unassociated with the central emission."
26,460,"A bright central flux centroid exhibits two fuzzy extensions originating from it, curving outwards to the right, one slightly above and one slightly below the horizontal. These extensions also contain prominent flux centroids within a broader structure. No distinct lobes or collimated jets are observed. No other sources are present in the image."
27,461,"Two bright flux centroids are centrally located. The brighter, top-central centroid is vertically elongated. A smaller, oval-shaped centroid lies directly below it. No distinct, extended lobes or jets are apparent. Several faint, scattered point-like features are also present across the field, their association unclear."
28,462,"A bright, extended, and curved flux centroid is prominently located in the image center. This single, arc-shaped feature shows some internal structure but no clear distinct jets or lobes extending from a point source. No other sources are evident."
29,463,"Two bright flux centroids define an S-shaped radio morphology in the image center. The top-left and bottom-right centroids are connected by an extended, curved emission forming a lobe-like structure, originating centrally. A faint, compact source is observed to the right of the main structure, unassociated with it."
30,464,"The image displays two bright, elongated flux centroids near the image center. A primary centroid is top-left of center, and a secondary is bottom-right of center. These centroids are connected by diffuse, fainter emission, forming a double-lobed morphology. No other distinct sources are present in the field of view."
31,465,"A very bright flux centroid is observed slightly left-of-center, with a fainter adjacent centroid. An elongated lobe originates from this complex, extending significantly towards the bottom-right, fading into the background. No distinct unassociated sources are present."
32,466,"A bright, compact flux centroid dominates the top-center. Diffuse emission extends downwards and rightwards from it, forming an irregular lobe. Two fainter, compact sources are embedded within or near the end of this diffuse structure in the bottom-right. No distinct jets are observed."
33,467,"Two bright flux centroids are present, one right-of-center and one left-of-center. Both exhibit elongated, diffuse lobes extending inward towards a central, fainter compact source. An additional compact source is visible just right of the rightmost centroid, unassociated with the main structure."
34,468,"A single, compact, slightly elongated source is observed in the image center. It displays two closely spaced bright centroids of flux. No distinct lobes or extended jets are visible originating from or ending at these centroids. No other sources are present in the field of view."
35,469,"A central, elongated radio source displays two bright flux centroids: one upper-left, one lower-right. A diffuse, linear morphology connects these centroids, forming an extended structure that originates near the upper-left centroid and extends towards the lower-right centroid. No other sources are present in the image."
36,470,"A bright flux centroid is slightly right of center. A diffuse lobe originates from near this centroid, extending leftwards. Multiple faint, unassociated point sources are scattered across the field, notably in the upper region. This morphology shows a core with an extended single-sided feature."
37,471,"Two bright, closely spaced flux centroids are centrally located, slightly elongated and diagonally oriented. No distinct lobes or jets are clearly resolved originating from these features. A faint, unassociated point-like source is present in the lower-left quadrant."
38,472,"A bright, elongated source with two prominent, closely-spaced flux centroids is slightly left of center. These peaks appear as symmetric, compact lobes or short jets. A separate, compact bright source is observed in the top right, unassociated with the central emission."
39,473,"A bright, complex source dominates the image center. Two distinct flux centroids are observed, one slightly above and one below center. From the upper centroid, an elongated emission extends upwards-left. From the lower, similar emission extends downwards-right. A very faint, unassociated point source appears near the top-left edge."
40,474,"A single, bright, slightly elongated flux centroid is centrally located. No distinct lobes or jets are evident originating from this central feature. No other unassociated sources are observed in the field of view."
41,475,"Two bright, compact flux centroids are centrally located, slightly left and right of the absolute center. They appear unresolved, with no clear associated lobes or jets. A very faint, point-like source is visible in the bottom-left quadrant, spatially unassociated with the central emission."
42,476,"Two bright flux centroids are seen: one top-right, one bottom-left. Each centroid marks the end of an elongated, diffuse lobe. The lobes extend inward, appearing to originate from a faint, central region between them. No other sources are visible."
43,477,"Two bright, diffuse flux centroids are located near the image center, one slightly left and one slightly right. No distinct lobes or jets are observed originating from these centroids. No other significant sources are present in the field."
44,478,"Two bright, unresolved flux centroids are centrally located and horizontally separated. No extended lobes or jets are evident originating from them. The surrounding field is dark, with no other significant emission sources visible."
45,479,"Two bright, compact flux centroids are located near the image center, slightly offset top-left and bottom-right, forming a compact double structure. No distinct extended lobes or jets are visible originating from or ending at these centroids. No other significant sources are apparent within the image."
46,480,"A bright, compact flux centroid is in the image center-right. To its left, a more diffuse, elongated structure extends towards the center-left, appearing as a faint lobe or jet originating near the compact source. No other discrete sources are evident."
47,481,"Two bright flux centroids are centered. A diffuse component is slightly left, connected to a brighter, compact component slightly right. They are linked by fainter, extended emission. No clear lobes or jets are observed. No other distinct sources are present in the field."
48,482,"Two compact, bright centroids of flux are located horizontally aligned at the image center. No associated lobes, jets, or other distinct sources are discernible within the field of view."
49,483,"Two bright, resolved flux centroids are visible, one in the upper-right and one in the lower-left. Each centroid is embedded within an irregular, extended emission region. No distinct jets or symmetrical lobes are observed originating from a separate central galaxy. The two sources appear distinct from each other."
50,484,"Two distinct, bright, somewhat irregular flux centroids are present: one above-right, the other below-left of center. They appear as separate lobes with no clear central origin point or connecting jets. No central galaxy is visible. Several very faint point sources are scattered throughout the field."
51,485,"A single, bright, slightly elongated flux centroid is located near the center of the image. No associated lobes, jets, or other distinct sources are apparent."
52,486,"Two bright, clumpy flux centroids are located to the left and right of the image center. No distinct lobes or collimated jets are observed. These two sources are not clearly associated with a visible central galaxy. No other unassociated sources are present."
53,487,"Two bright, closely-packed flux centroids are centered, aligned diagonally. No distinct lobes or jets are observed originating from them. A much fainter, point-like source is present in the upper-left corner, unassociated with the central structure."
54,488,"The image reveals a bright, horizontally elongated radio source centrally located. It exhibits two prominent flux centroids, positioned symmetrically to the left and right of the central axis. This forms a compact, bipolar morphology. No other distinct sources are present within the field of view."
55,489,"A bright, elongated flux centroid is located near the image center. A prominent, narrow lobe-like structure or jet extends from its upper-left, originating from the bright core and fading upwards. Diffuse emission is also present below the main centroid. No other significant, unassociated sources are observed."
56,490,"Two bright flux centroids are centrally located, slightly offset. A faint, diffuse, linear emission extends between them, originating from one centroid and connecting to the other. No other distinct sources are present in the image."
57,491,"Two bright, somewhat diffuse flux centroids dominate the image center, horizontally separated. The left centroid appears slightly brighter. No distinct, collimated jets or extended lobes are evident originating from these centroids. Several very faint, unresolved point sources are scattered in the background, not associated with the primary features."
58,492,"Two bright, somewhat extended flux centroids are centrally located. One is slightly left-of-center, the other right-of-center. No distinct lobes or collimated jets are apparent originating from or ending at these centroids. No other sources are visible within the field."
59,493,"A bright, elongated, diffuse radio source dominates the image center, oriented roughly vertically. It displays brighter flux concentrations within its extended morphology. No distinct jets or separate lobes are evident. Several very faint, unresolved point sources are scattered throughout the field, unassociated with the central emission."
60,494,"A bright, elongated central source features two distinct flux centroids, one slightly left and one slightly right of center. Diffuse, extended lobes or jets originate from this central region, extending outwards symmetrically to the left and right. Several very faint point sources are visible in the field."
61,495,"Two bright, point-like flux centroids are located just below the image center, separated horizontally with one slightly left and one slightly right. No lobes, jets, or other extended emission features are discernible. No other sources or a central galaxy are visible in the field."
62,496,"Two bright, unresolved flux centroids are centrally located. One is slightly left of center, the other slightly right. No associated lobes or jets are observed emanating from these sources. The surrounding field is devoid of other distinct emission, with no other sources visible."
63,497,"Two bright, elongated flux centroids are centrally located, one slightly above the other. They appear connected by faint, diffuse emission. No distinct jets or lobes are observed extending from them. No other sources are visible in the field."
64,498,"A single, bright, elongated flux centroid dominates the image, centered but slightly to the upper right. It features a compact, brighter core with a diffuse extension trailing southwest. No distinct, separate lobes or jets are visible originating from other points, nor are any other sources present."
65,499,"The image reveals two bright flux centroids, one in the upper-left and another in the lower-right. These are connected by a diffuse, elongated, double-lobed structure originating from the central region. The lobes extend outward to the respective centroids. No other distinct sources are apparent."
66,500,"Two bright, slightly resolved flux centroids are visible near the image center, separated. One is slightly top-left, the other slightly bottom-right. No distinct lobes or jets are observed emanating from either. No other sources are present in the field."
67,501,"Two bright, slightly elongated flux centroids are centered in the image, appearing as a close, diagonally aligned pair. No extended lobes or prominent jets are observed originating from or ending beyond these centroids. Several faint, diffuse point sources are visible scattered across the field, unassociated with the central emission."
68,502,"The image reveals a bright central complex with multiple flux centroids. A very bright, slightly elongated centroid is near the image center. A distinct, less bright centroid is located upper-right relative to the central bright region. Diffuse, extended lobes originate from the central region, extending towards the upper-left and lower-right. No other independent sources are evident."
69,503,"Two bright, extended flux centroids are observed: one top-right, one bottom-left. They appear as diffuse lobes, roughly symmetric to a dark central region. No distinct jets originate from a central point. Several fainter, compact sources are scattered, unassociated with the main lobes."
70,504,"A diffuse flux centroid is in the upper-left, with a fainter lobe extending left. A bright, compact flux centroid resides in the lower-right. Diffuse emission connects the upper-left centroid towards the lower-right. The bright compact source appears distinct, potentially unassociated with the primary extended structure."
71,505,"Centrally, two bright, slightly extended flux centroids are observed, one to the left and one to the right. No distinct lobes or jets originate from these centroids. A faint point source lies in the upper right, and a very faint, small source is present below the primary features. No obvious central galaxy is seen."
72,506,"Three bright flux centroids are observed. A compact, elongated source with a faint, short jet-like extension is at the bottom-right. Two larger, diffuse centroids are below-center left and above-center right. No clear morphological connections are visible between the diffuse centroids and the bottom-right source."
73,507,"A single, bright, elongated flux centroid is present near the image center, exhibiting slight horizontal extension. No distinct lobes or jets are observable originating from this centroid. No other sources are visible within this field of view."
